,ID1,response,text
2958,395683289140563968,negative,trovo deciso donn dobbiamo soffrir modo atroc giuro glifacciounculoco
2960,396545688684998657,negative,debbycruis interrogo perch diano sempr ruoli cattivo
2961,136852928513318912,positive,oggi insedia governo monti esc disco silvio apicella ognuno posto mondo bellissimo http t co dwybwwq
2963,194786714819117057,neutral,fmdelvigo ilgiornal blog lamenta affatto grillo denucia pochezza cultori politica personalizzata mussi soci
2964,160279583348895744,neutral,mario monti interrogazion europea http t co pig b via youtub
2966,150926037344202752,neutral,ubk no amor sobrio mario monti dev esser cognom
2967,164684926782930945,negative,protesta rivolta agricoltori pisani manovra governo monti http t co gqvt tw via pisanotizi
2968,150567918453796864,negative,ora unico miracolo natalizio governo monti aver fatto riunir sindacati confederali
2969,157185137623318529,negative,credo governo monti cadra primavera tonfo
2970,134618921633464320,neutral,rumor serpeggia pdl ipotesi appoggio esterno governo monti ipotesi ora napolitano direbb fatepresto
2971,193072076406530048,neutral,cosa pensa grillo bossi fini schiacciailgrillo
2972,133451020339654656,neutral,probabil soluzion identica aten governo largh intes capo mario monti
2973,134560973167136768,neutral,idvstaff nemmeno governo monti scopo legg elett rientro ue elez primavera
2975,134738839221706752,positive,sentito fini serviziopubblico condivisibil dubbio b aval governo monti opter cada sanson italiani
2977,146618359352537088,neutral,http t co h dttg u finanza blog crisi governo monti tass mario berlusconi roma
2978,164401432768937985,neutral,nevica governo monti
2979,193312001760563201,neutral,crazyheart oggi pomeriggio vado fare palestra
2980,194337011702824960,neutral,voti valgono razzismo xenofobia vittori pell immigrazion lepen franc lega grillo italia
2981,193063396466364418,neutral,grillo boicottato palermo namo bene http t co zfm d ik
2983,187139374637518848,positive,robertobuson vuoi metter prova intelligenza bravura nn sappiamo altezza
2984,192519259891580930,neutral,grillo invoca processo pubblico politici portato italia fame http t co ggqkppmr
2985,195899626430279680,negative,uuuuh coda paglia grillo casaleggio soldi pi arrivano http t co uulqlyyj
2986,153900114308636672,positive,nellina bello verament azzeccato corretto fino fine prelievo mario monti casta
2987,134972195867852800,negative,solo studentelli idealisti pensar governo monti rischio social alto vogliamo parlarn http t co jadtn n
2988,194127048569126913,positive,looollybieb piac quando scherzo profe d ahahahaha ok grazi amo
2989,134570254985728000,negative,poi certo punto giochi parol mario monti fine vero
2991,137261616612900865,negative,rai moltissimi ritrovano gusto santa messa mattino ulterior miracolo governo monti
2992,391904062754807808,positive,vuol aumentar assiem me seguimi seguo velocit luce
2993,194062070440935424,negative,spero attacchi isterici partiti grillo rivoltino ridotto stato
2994,396696619933904898,negative,scolleg tumblr twitter ve prego
2996,194336508369575936,neutral,the asch experi http t co qe cscz via youtub ecco perch riunioni fine litigo sempr
2997,187985958380118016,positive,dalessioroberta ciao molto bene grazi ahahahhah
3002,165358364522594304,negative,attenzion attenzion mario monti masson http t co tfxsvow
3003,190921418014343169,positive,grazi mill franci gentilissima baciiii youtub http t co q wlguvu
3004,195621216957112320,positive,napolitano class politica stampa sovvenzionata grillo motivo pi votar movimento stell
3007,136829805311176704,negative,marcomenu bella statistica governo monti data monti aver quel posto ministro
3008,162545117394251776,positive,italiani piacciono provvedimenti tien fiducia governo monti pagnoncelli destrasinistra tanti pessimisti
3009,195648043872301056,positive,marcelloscurria ben detto condivido danno grillo ottimi assist rimborsielettorali m s rifiuta ora autoblu
3010,142592984410632192,neutral,sottosegretari governo monti vero braga palazzo chigi posto giurer fra pochi giorni mini http t co cwgwneb
3011,161393302124494848,negative,caro governo monti bisogna dare pi stabilit precari pi precariet lavoratori stabili
3012,195410591500869634,positive,parlano ancora grillo fa paura politica penso cosa buona farepauraallapolitica
3013,157817305047375873,positive,appena letto decreto liberalizzazioni governo monti azzolina riusciranno fare molt cose ottim
3014,192989773089087491,neutral,serviziopubblico diretta stream futuro partiti intervista bepp grillo http t co vcifpv p m stour m s
3015,194785141057527808,positive,robebba no no dio ben dio
3016,135983846826061825,positive,mercati promuovono mario monti premier fiducia italia sping rialzo tokyo http t co latqr uv
3019,135525149742071808,positive,brindo fino tardi sotto palazzo grazioli peccato svegliarmi domani governo monti insomma volta
3020,193066739074990080,neutral,piazzapulita grillo guglielmo giannini front uomo qualunqu abbasso diceva vignetta giornal
3021,192956511167844352,negative,grillo futuro politica
3022,190101407410565120,neutral,riunion spostata data definir important dovet partecipar almeno met lezioni pena esclusion gruppo
3023,136861572940308480,negative,va bene governo monti italia ancora risolver crisi bimbiminkia affetti sindrom twilight
3024,193074005832507393,neutral,tt twitter italia grillo serviziopubblico piazzapulita princ of persia renzi franca rame partito nazion
3025,195606379682201601,neutral,lureiev milano
3026,396757682168025088,positive,inutili rischi va bene co vamoooooosssssss napolicatania forzanapolisempr
3027,134752804748263425,neutral,mario monti http t co nmpter
3028,160669492874194944,positive,assembleapd franceschini subito nuovo scenario stati determinanti nascita governo monti
3029,393367139501219840,negative,ilmondoperfetto orbistertiu martina bellani calcio invec ottima occasion x riunir centinaia teppisti stadi
3030,195798610162614272,neutral,pierferdinando angealfa pbersani grillo surclass metteret centro cittadini comportamenti nuova dignit politica
3031,188721848568119297,neutral,appena acquistato left dimpl pierc lipr pierc stardol occhiata suit http t co cyu odj
3032,190856702353088512,negative,bolan sabo comprati diritti nome skid row senza dirlo resto band pagato ahaha stronzi
3033,393294232049709056,negative,bulimia parol anoressia pensiero m veladiano resisti vita
3034,192346242381131776,positive,xhoransmil oh grazi
3035,192147555352707072,negative,lucreziapagano grillo diossina prodotta cattiva politica brucia urgent spegner incendio prima avveleni
3036,190216645413842946,positive,delpieroal volt grazi cuor capitano
3037,195574430150295552,positive,n t r grazi
3039,135651342403383296,neutral,sito fatto video mario monti splendido sole oggi finecorsa doposilvio
3042,148544112612745216,negative,letta dice pd nato governo monti meglio tardi mai http t co hnqcznyu via ansa topnew
3043,136789941102452737,positive,bocca lupo professor monti buon lavoro oramonti berlusconifuoridaicoglioni
3044,160373918199332866,negative,mario monti andremo sotto ponti
3045,144529643985317889,positive,bruno vespa stimo vorrei chiedess governo monti crisi finanziaria manovra real sar effetto down
3048,161837024314273793,neutral,interrogazion ue mario monti bilderberg trilateral http t co co
3049,188729255859986432,neutral,sera ore american andr onda famoso show nbc saturday night live http t co at dnpea
3050,391760224408702976,neutral,menziona persona nick secondo te piu bello demisfreedom
3051,193954461058744320,positive,forza grillo mandiamoli casa st massa ladri ipocr politici m s
3052,165482556681232386,negative,bello cambiar lavoro detto mario monti anni pornodivo spinozait
3054,165060504744771587,negative,mario monti trend topic twitter stronzat monoton spagna
3057,193978263536799744,neutral,qui tremano comun nega elettricit grillo comizio generatori belluno http t co ymydpatx m s m stour
3058,396428049052610561,negative,colombamongiel darioginefra pdpuglia solo assenza competenza politica pu indurr proporr infrazioni x neoiscritti mercenari
3059,191171859172167681,negative,andrelovesbrit ahahahah puttana detto detto poi uscit mammina arrabbiata lol
3061,136369518321745920,positive,controlla video governo monti terzo polo appoggio senza senza http t co bp g xiv via youtub
3062,136952701836726272,negative,sa entusiasmo rep co governo monti gi scendendo
3063,395621360745345024,negative,dopo annunziata ora tg sky ospita fini qualcosa sfugg
3064,143839294233120768,negative,annozero perch mario monti va vespa va firmar
3065,193688163011665921,neutral,rivoluzion sara televisiva grillo sotto sotto parla santoro capisco http t co bse welc
3066,151549388932657152,negative,pdl torna feri lucra natal crisi fatto pochi regali egrav colpa mario monti d http t co yahwc
3067,163673457291296769,neutral,email mario monti http t co sxkf csh voiceovernet governo mariomonti opengovern wikicrazia
3068,396751603447107584,neutral,natural color
3070,191478551416012800,positive,gupirock vabb tortur menzion co riuscir sgobbar libri muhahaha bene u u
3071,193685246644977665,neutral,grillo teatrino politica piac blog fabrizio tonellohttp t co txyvuh
3072,157807828147503104,negative,senza misur sviluppo sar recession dati istat oggi lasciano dubbi governo monti misur
3073,142943903736266752,negative,bisogno governo monti bocconiani bastavano prima massimo vampiri twilight
3074,149189603717414913,positive,napolitano governo monti nessuna forzatura strappo costituzional http t co s pviqrq via addthi
3075,147406270033428480,negative,vortex riguardo culi scritto sotto effetto sostanz oppur sconvolto capriol governo monti
3077,142673096984375296,negative,governo monti gi odor fuffa
3078,134946735977017344,positive,secondo me governo monti sar sconfitta politica tutt altro semmai sar sconfitta certa lotta partitaria
3079,162980154644246528,positive,fitch declassa italia loda governo monti evitato taglio peggior dopo downgrad http t co mot sx
3080,134497787751563264,neutral,capo stato nominato mario monti senator vita http t co psubozgf
3081,193097947787964416,negative,chiunqu critichi grillo m s usando scuse tendenti ridicolo dico complimenti merit pd pdl altri scalzacani
3082,134724782364168193,negative,news mario monti lobbi salotti cari senator vita http t co mxscqbzm
3083,396773049716211712,positive,bar amici birretta maraffa biliardino
3085,152058023228080130,neutral,fase governo monti gennaio smaltir cancellar tweet dovr pagar tassa rifiuti
3086,137205132004823040,neutral,governo monti ministri archivio radio radical annamaria cancellieri ministro interni http t co lceukck
3087,197078150956597250,neutral,antonaccibiagio front ippodromo cappanel roma
3088,135443197106200576,neutral,berlusconi dice pu staccar spina governo monti quando vuol cosa diranno sacconi vaticano
3089,193355807595823105,negative,sallusti dice grillo stronzo fors fatto primo scoop
3091,144800587630919681,neutral,governo monti opinioni pi getton web internet http t co uquw qi
3092,136938349461110784,positive,primi effetti positivi governo monti stata recapitata bolletta ga devo pagar
3093,391819424556392449,negative,giancarlocantel gianlucaberges maboniv gcarlo informato malafed frode accertata b dice sapevo
